the,the
actor,akter
blame,blám
active,aktiv
cat,kat
depend,dipennd
bus,bus
clothes,clóthz
affair,afair
contact,kontakt
category,kategré
topic,topik
victory,viktery
direct,dírekkt
towards,toowordz
map,map
egg,eg
ensure,enshuur
general,jenerel
expression,ekspreshen
past,past
session,seshen
competition,kompetishen
possibly,poseblé
technique,teknék
mine,mín
average,averij
intend,intennd
impossible,imposebel
moral,morel
academic,akedemmik
wine,wín
approach,apróch
somehow,sumhou
gather,gather
scientific,síentifik
african,Afriken
cook,kuuk
participate,partisipát
gay,gá
appropriate,aprópréet
youth,úthh
dress,dres
straight,strát
weather,wether
recommend,rekemennd
medicine,medisen
novel,novel
obvious,obvéus
thursday,Thurzdá
exchange,ekschánj
explore,eksplor
extend,ekstennd
bay,bá
invite,invít
tie,tí
ah,aa
belong,bilong
obtain,obtán
broad,braud
conclusion,konklooshen
progress,prógress
surprise,serpríz
assessment,asessment
smile,smíl
feature,fécher
cash,cash
defend,difennd
pound,pound
correct,korrekkt
married,marréd
pair,pair
slightly,slítlé
loan,lón
village,vilij
half,haaf
suit,soot
demand,dimand
historical,historrikel
meaning,méning
attempt,atemmpt
supply,suplí
lift,lift
ourselves,oursellvz
honey,huné
bone,bón
consequence,konsiqens
unique,únék
next,nekst
regulation,regúláshen
award,aword
bottom,botem
excuse,ekskús
familiar,familéer
classroom,clasroom
search,surch
reference,referens
emerge,imerj
long,long
lunch,lunch
judge,juj
ad,ad
desire,disír
instruction,instrukshen
emergency,imurjensé
thinking,thhingking
tour,for
French,French
combine,kombín
moon,moon
sad,sad
address,adress
december,Désemmber
anywhere,enéwair
chicken,chiken
fuel,fúel
train,trán
abuse,abús
construction,konstrukshen
wednesday,Wedensdá
link,lingk
deserve,dizurv
famous,fámus
intervention,intervennshen
grand,grand
visit,vizit
confirm,konfurm
lucky,luké
insist,insist
coast,kóst
proud,proud
cover,kuver
fourth,forthh
cop,kop
angry,anggré
native,nátiv
supreme,sooprém
baseball,básbaul
but,but
email,émál
accident,aksident
front,frunt
duty,dúté
growing,gróing
struggle,strugel
revenue,revenú
expand,ekspand
chief,chéf
launch,launch
trend,trend
ring,ring
repeat,ripét
breath,brethh
inch,inch
neck,nekst
core,kor
terrible,terribel
billion,bilyen
relatively,reletivlé
complex,komplekks
press,pres
miss,mis
slow,sló
soft,soft
generate,generát
extremely,ekstrémlé
last,last
drink,dringk
forever,forevver
corporate,korperet
deep,dép
prefer,prifur
except,ekseppt
cheap,chép
literature,litericher
direct,dírekkt
mayor,mair
male,mál
importance,importens
record,rikord
danger,dánjer
emotional,imóshenel
knee,né
ass,as
capture,kapcher
traffic,trafik
fucking,fuking
outside,outsíd
now,nou
train,trán
plate,plát
equipment,iqipment
select,selekkt
file,fíl
studio,stúdéó
expensive,ekspennsiv
secret,sékret
engine,enjin
adopt,adopt
luck,luk
via,víe
pm,PM
panel,panel
hero,héró
circle,surkel
critic,kritik
solve,solv
busy,bizé
episode,episód
back,bak
check,chek
requirement,riqírment
politician,politishen
rain,rán
colleague,kolég
disappear,disapér
beer,bér
predict,pridikt
exercise,eksersíz
tired,tírd
democracy,demokresé
ultimately,ultimetlé
setting,seting
honor,oner
works,wurkz
unfortunately,unforchenetlé
theme,thhém
issue,isú
male,mál
clean,klén
united,úníted
pool,pool
educational,edúkashenel
empty,empté
comfortable,komfertebel
investigate,invesstigát
useful,úsfel
pocket,poket
digital,dijitel
plenty,plenté
entirely,entírlé
fear,fér
afford,aford
sugar,shuuger
teaching,téching
conservative,konsurvetiv
chairman,chairmen
error,errer
bridge,brij
tall,taul
specifically,spesifikely
flower,flour
though,thhroo
universe,Únivurs
live,lív
acknowledge,aknolij
limit,limit
coverage,kuverij
crew,kroo
locate,lókát
balance,balens
equal,éqel
lip,lip
lean,lén
zone,zón
wedding,weding
copy,kopé
score,skor
joke,jók
used,úzd
clear,klér
bear,bair
meal,mél
review,rivú
minority,mínoreté
sight,sít
sleep,slép
Russian,Rushen
dress,dres
release,rilés
soviet,Sovéet
profit,profit
challenge,chalinj
careful,kairfel
gender,jender
tape,táp
ocean,óshen
unidentified,unídenntifíd
host,hóst
grant,grant
circumstance,surkemstans
late,lát
boss,bos
declare,diklair
domestic,domesstik
tea,té
organize,orgeníz
english,Innglish
neither,níther
either,íther
official,ofishel
surround,surround
manner,maner
surprised,serprízd
percentage,persenntij
massive,masiv
cloud,kloud
winner,winer
honest,onest
standard,standerd
propose,propóz
rely,rilí
plus,plus
sentence,sentens
request,riqesst
appearance,apérens
regarding,rigarding
excellent,ekselent
criminal,criminel
salt,solt
beauty,búté
bottle,botel
component,kompónent
under,under
fee,fé
jewish,jooish
yours,yorz
dry,drí
dance,dans
shirt,shurt
tip,tip
plastic,plastik
Indian,Indéen
mark,mark
tooth,toothh
meat,mét
stress,stres
illegal,ilégel
significantly,signifikentlé
february,Febrúeré
constitution,konstitúshen
definition,definishen
uncle,ungkel
metal,metel
album,albem
self,self
suppose,supóz
investor,invesster
fruit,froot
holy,hólé
desk,desk
eastern,éstern
valley,valé
largely,larjlé
abortion,aborshen
chapter,chapter
commitment,comitment
celebrate,selebrát
arrest,arresst
dance,dans
prime,prím
urban,urben
internal,inturnel
bother,bother
proposal,propózel
shift,shift
capacity,kapaseté
guilty,gilté
warn,worn
influence,inflooens
weak,wék
except,ekseppt
catholic,Kathhelik
nose,nóz
variable,vairéebel
convention,konvennshen
jury,jooré
root,root
incident,insident
climb,klím
hearing,héring
everywhere,evréwair
payment,páment
bear,bair
conclude,konklood
scream,skrém
surgery,surjeré
shadow,shadó
witness,witnes
increasingly,inkrésinglé
chest,chest
amendment,amennd
paint,pánt
secret,sékret
complain,komplán
extent,ekstennt
pleasure,plezher
nod,nod
holiday,holidá
super,sooper
talent,talent
necessarily,neseserrilé
liberal,larjlé
expectation,liberel
ride,ríd
accuse,akúz
knock,nok
previously,prévéuslé
wing,wing
corporation,korperáshen
sector,sekter
fat,fat
experiment,eksperiment
match,mach
thin,thhin
farmer,farmer
rare,rair
English,Ingglish
confidence,konfidens
bunch,bunch
bet,bet
cite,sít
northern,northern
speaker,spéker
breast,brest
contribution,kontribúshen
leaf,léf
creative,kréátiv
interaction,interakshen
hat,hat
doubt,dout
promise,promis
pursue,pursú
overall,óveraul
nurse,nurs
question,qeschen
long-term,long-turm
gene,jén
package,pakij
weird,wéerd
difficulty,difikelté
hardly,hardlé
daddy,dadé
estimate,estimet
list,list
era,éra
comment,komennt
aid,ád
vs,vurses
invest,invesst
personally,pursenelé
notion,nóshen
explanation,eksplenáshen
airport,airport
chain,chán
expose,ekspós
lock,lok
convince,konvins
channel,chanel
carefully,kairfelé
tear,tér
estate,estát
initial,inishel
offer,ofer
purchase,purches
guide,gíd
forth,forthh
his,hiz
bond,bond
birthday,burthdá
travel,travel
pray,prá
improvement,improovment
ancient,ánshent
ought,aut
escape,eskáp
trail,trál
brown,broun
fashion,fashen
length,lenthh
sheet,shét
funding,funding
meanwhile,ménwíl
fault,folt
barely,bairlé
eliminate,iliminát
motion,móshen
essential,esennshel
apart,apart
combination,kombináshen
limited,limited
description,diskripshen
mix,miks
snow,snó
implement,implement
pretty,prité
proper,proper
part,part
marketing,marketing
approve,aproov
other,uther
bomb,bom
slip,slip
regional,réjenel
lack,lak
muscle,musel
contact,kontrakt
rise,ríz
false,fols
likely,líklé
creation,kréáshen
typically,tipikelé
spending,spending
instrument,instrement
mass,mas
far,far
thick,thhik
kiss,kis
increased,inkrésd
inspire,inspír
separate,seperet
noise,noiz
yellow,yeló
aim,ám
e-mail,émál
cycle,síkel
signal,signel
app,ap
golden,gólden
reject,rijekkt
inform,inform
perception,perseppshen
visitor,viziter
cast,kast
contrast,kontrast
judgment,jujment
mean,mén
rest,rest
representative,reprezenntetiv
pass,pas
regime,rázhém
merely,mérlé
producer,prodúser
whoa,whóa
route,root
lie,lí
typical,tipikel
analyst,anelist
account,akount
elect,elekkt
smell,smel
female,fémál
living,living
disability,disebilité
comparison,comparrisen
hand,hand
rating,ráting
campus,kampes
assess,asess
solid,solid
branch,branch
mad,mad
somewhat,sumwot
gentleman,jentelmen
opposition,opezishen
fast,fast
suspect,suspekkt
land,land
hit,hit
aside,asíd
athlete,athhlét
opening,ópening
prayer,prair
frequently,fréqentlé
employ,emploi
basketball,basketbaul
existing,existing
revolution,revelooshen
click,klik
emotion,imóshen
fuck,fuk
platform,platform
behind,bihínd
frame,frám
appeal,apél
quote,qót
potential,potennshel
struggle,strugel
brand,brand
enable,enábel
legislation,legisláshen
addition,adishen
lab,lab
oppose,opóz
row,ró
immigration,imigráshen
asset,asett
observation,observáshen
online,onlín
taste,tást
decline,diklín
attract,atrakt
ha,haa
for,for
household,houshóld
separate,seperát
breathe,bréth
existence,existens
mirror,mirrer
pilot,pílet
stand,stand
relief,réléf
milk,milk
warning,worning
heaven,heven
flow,fló
literally,literelé
quit,qit
calorie,kaleré
seed,séd
vast,vast
bike,bík
German,Germen
employer,emploier
drag,drag
technical,teknikel
disaster,disaster
display,displá
sale,sál
bathroom,bathhroom
succeed,sukséd
consistent,konsistent
agenda,ajennda
enforcement,enforsment
diet,díet
mark,mark
silence,sílens
journalist,jurnelist
bible,bíbel
queen,qén
divide,divíd
expense,ekspenns
cream,krém
exposure,ekspózher
priority,príorrité
soil,soil
angel,ánjel
journey,jurné
trust,trust
relevant,relevent
tank,tangk
cheese,chéz
schedule,shejool
bedroom,bedroom
tone,tón
selection,selekkshen
date,dát
perfectly,purfekktlé
wheel,wél
gap,gap
veteran,veteren
below,béló
disagree,disagré
characteristic,karakteristik
protein,prótén
resolution,rezelooshen
whole,hól
regard,régard
fewer,fúer
engineer,enginér
walk,wauk
dish,dish
waste,wást
print,print
depression,dépreshen
dude,dood
fat,fat
present,prezent
upper,uper
wrap,rap
CEO,CEO
visual,vizhooel
initiative,inishetiv
rush,rush
gate,gát
slow,sló
whenever,wenevver
entry,entré
japanese,Japenéz
gray,grá
assistance,asistens
height,hít
compete,kompét
rule,rool
due,dú
essentially,esennshelé
benefit,benefit
phase,fáz
conservative,konsurvetiv
recover,rékuver
criticism,kritisizem
faculty,fakelté
achievement,achévment
alcohol,alkehol
therapy,thherrepé
offense,ofenns
touch,tuch
killer,kiler
personality,pursenaleté
landscape,landskáp
deeply,déplé
reasonable,rézenebel
soon,soon
suck,suk
transition,tranzishen
fairly,fairlé
column,kolum
wash,wosh
button,buten
opponent,opónent
pour,por
immigrant,imigrent
first,furst
distribution,distribúshen
golf,golf
pregnant,pregnent
unable,unábel
alternative,olturnetiv
favorite,fáveret
stop,stop
violent,víelent
portion,porshen
acquire,aqír
suicide,sooisíd
stretch,strech
deficit,defisit
symptom,simptem
solar,sóler
complaint,kopmplánt
capable,kápebel
analyze,anelíz
scared,skaird
supporter,suporter
dig,dig
twenty,twenté
pretend,pritennd
philosophy,filosefé
childhood,chíldhuud
lower,lówer
well,wel
outside,outsíd
dark,dark
wealth,welthh
welfare,welfair
poverty,poverté
prosecutor,prosekúter
spiritual,spiritúel
double,dubel
evaluate,évalúat
mass,mas
Israeli,Izrálé
shift,shift
reply,riplí
buck,buk
display,displá
knife,níf
round,round
tech,tek
detective,ditekktiv
pack,pak
disorder,disorder
creature,krécher
tear,tair
closely,klóslé
industrial,industréel
housing,houzing
watch,woch
chip,chip
regardless,rigardles
numerous,númerus
tie,tí
range,ránj
command,komand
shooting,shooting
dozen,duzen
pop,pop
layer,láer
bread,bred
exception,ekseppshen
passion,pashen
block,blok
highway,híwá
pure,pyuur
commander,komander
extreme,ekstrém
publication,publikáshen
vice,vís
fellow,feló
win,win
mystery,misteré
championship,champéen
install,instaul
tale,tál
liberty,liberté
host,hóst
beneath,binéthh
passenger,pasenjer
physician,fizishen
graduate,gradúet
sharp,sharp
substance,substens
atmosphere,atmesfér
stir,stur
Muslim,Muuzlim
passage,pasij
pepper,peper
emphasize,emphesíz
cable,kábel
square,sqair
recipe,resipé
load,lód
beside,bisíd
roof,roof
vegetable,vejtebel
accomplish,akumplish
silent,sílent
habit,habit
discovery,diskuveré
total,tótel
recovery,rikuveré
DNA,DNA
gain,gán
territory,turiteré
girlfriend,gurlfrend
consist,konsist
straight,strát
surely,shuurlé
proof,proof
nervous,nurvus
immediate,imédéet
parking,parking
sin,sin
unusual,unúsúel
rice,rís
engineering,enjinéring
advance,advans
interview,intervú
bury,burré
still,stil
cake,kák
anonymous,anonemus
flag,flag
contemporary,kontemmperery
good,guud
jail,jál
rural,ruurel
match,mach
coach,kóch
interpretation,inturpretáshen
wage,wáj
breakfast,brekfest
severe,sivér
profile,prófíl
saving,sáving
brief,bréf
adjust,ajust
reduction,ridukshen
constantly,konstentlé
assist,asist
bitch,bich
constant,konstent
permit,permit
primarily,prímerrelé
entertainment,entertánment
shout,shout
academy,akademé
teaspoon,téspoon
dream,drém
transfer,transfur
usual,úzhooel
ally,alí
clinical,klinikel
count,kount
swear,swair
avenue,avenú
priest,prést
employment,emploiment
waste,wást
relax,rilaks
owe,ó
transform,transform
grass,gras
narrow,narró
ethnic,ethhnik
scholar,skoler
edition,edishen
abandon,abanden
practical,praktikel
infection,infekkshen
musical,músikel
suggestion,sujeschen
resistance,risistens
smoke,smók
prince,prins
illness,ilness
embrace,embrás
trade,trád
republic,ripublik
volunteer,volentér
target,target
general,jenerel
evaluation,ivalúáshen
mine,mín
opposite,opesit
awesome,ausum
switch,swich
black,blak
Iraqi,Irraki
iron,írn
perceive,pursév
fundamental,fundemenntel
phrase,fráz
assumption,asumpshen
sand,sand
designer,disíner
planning,planing
leading,léding
mode,mód
track,trak
respect,rispekkt
widely,wídlé
occasion,okázhen
pose,póz
approximately,aproksimetlé
retire,ritír
elsewhere,elswair
festival,festivel
cap,kap
secure,sikúr
attach,atach
mechanism,mekenizm
intention,intenshen
scenario,senairéó
yell,yel
incredible,inkreddibel
spanish,Spanish
strongly,stronglé
racial,ráshel
transportation,transportáshen
pot,pot
boyfriend,boifrend
consideration,konsideráshen
prior,príer
retirement,ritírment
rarely,rairlé
joint,joint
doubt,dout
preserve,prisurv
enormous,inormus
cigarette,sigerett
factory,faktery
valuable,valúbel
clip,klip
electric,ilekktrik
giant,jíent
slave,sláv
submit,submit
effectively,efekktivlé
Christian,Kristéen
monitor,moniter
wonder,wunder
resolve,risolv
remaining,rimaining
participation,partisipáshen
stream,strém
rid,rid
origin,orrijin
teen,tén
particular,partikúler
congressional,kongreshenel
bind,bínd
coat,kót
tower,touer
license,lísens
twitter,twiter
impose,impóz
innocent,inesent
curriculum,kurrikúlem
mail,mál
estimate,estimet
insight,insít
investigator,invesstigáter
virus,víres
hurricane,hurrikán
accurate,akúret
provision,provizhen
strike,strík
communicate,komunikát
cross,kros
vary,vairé
jacket,jaket
increasing,inkrésing
green,grén
equally,éqelé
pay,pá
in,in
light,lít
implication,implikáshen
fiction,fikshen
protest,prótesst
mama,mama
imply,implí
twin,twin
pant,pant
another,anuther
ahead,ahed
bend,bend
shock,shok
exercise,eksersíz
criteria,krítérée
arab,areb
dirty,durté
ring,ring
toy,toi
potentially,potennshelé
assault,asolt
peak,pék
anger,angger
boot,boot
dramatic,dramatik
peer,pér
enhance,enhans
math,mathh
slide,slíd
favor,fáver
pink,pingk
dust,dust
aunt,ant
lost,lost
prospect,prospekkt
mood,mood
mm-hmm,mm-hmm
settlement,setelment
rather,rather
justify,justifí
depth,depthh
juice,joos
formal,formel
virtually,vurtúelé
gallery,galery
tension,tenshen
throat,thhrót
draft,draft
reputation,repútáshen
index,indeks
normally,normelé
mess,mes
joy,joi
steel,stél
motor,móter
enterprise,enterpríz
salary,saleré
moreover,moróver
giant,jíent
cousin,kuzen
ordinary,ordeneré
graduate,gradúet
dozen,duzen
evolution,évelooshen
so-called,só-kauld
helpful,helpfel
competitive,kompettetiv
lovely,luvlé
fishing,fishing
anxiety,angzíeté
professional,profeshenel
carbon,karben
essay,esá
Islamic,Islamik
honor,oner
drama,draame
odd,od
evil,ével
stranger,stránjer
belt,belt
urge,urj
toss,tos
fifth,fifthh
formula,formúle
potato,potátó
monster,monster
smoke,smók
telephone,telefón
rape,ráp
palm,paam
jet,jet
navy,návé
excited,eksíted
plot,plot
angle,anggel
criticize,kritisíz
prisoner,prizener
discipline,diseplin
negotiation,negóshéáshen
damn,dam
butter,buter
desert,dezert
complicated,komplikáted
prize,príz
blind,blínd
assign,asín
bullet,bulet
awareness,awairnes
sequence,séqens
illustrate,ilustrát
drop,drop
pack,pak
provider,províder
fucking,fuking
minor,miner
activist,aktivist
poem,póem
vacation,vákáshen
weigh,wá
gang,gang
privacy,privesé
clock,klok
arrange,aránj
penalty,penelté
stomach,stomek
concert,konsert
originally,orrijinelé
statistics,statistikz
electronic,elekktronik
properly,properlé
bureau,búró
wolf,wuulf
and/or,and/or
classic,klasik
recommendation,rekomenndáshen
exciting,eksíting
maker,máker
dear,dér
impression,impreshen
broken,bróken
battery,bateré
narrative,narrativ
process,prósess
arise,aríz
kid,kid
sake,sák
delivery,diliveré
forgive,forgiv
visible,visibel
heavily,hevelé
junior,joonéer
rep,rep
diversity,díverseté
string,string
lawsuit,lausoot
latter,later
cute,kút
deputy,depyeté
restore,ristor
buddy,budé
psychological,síkelojikel
besides,bisídz
intense,intens
friendly,frendlé
evil,ével
lane,lán
hungry,hunggré
bean,bén
sauce,saus
print,print
dominate,dominát
testing,testing
trick,trik
fantasy,fantesé
absence,absens
offensive,ofennsiv
symbol,simbel
recognition,rekegnishen
detect,ditekkt
tablespoon,tábelspoon
construct,konstrukt
hmm,hmm
arrest,arresst
approval,aproovel
aids,áds
whereas,wairas
defensive,difennsiv
independence,indepenndens
apologize,apolejíz
top,top
Asian,Ázhen
rose,róz
ghost,góst
involvement,involvment
permanent,purmenent
wire,wír
whisper,wisper
mouse,mous
airline,airlín
founder,founder
objective,objekktiv
nowhere,nówair
alternative,olturnetiv
phenomenon,fenomenen
evolve,évolv
not,not
exact,exakt
silver,silver
cent,sent
universal,únivursel
teenager,ténájer
crucial,krooshel
viewer,vúer
schedule,skedúl
ridiculous,ridikúlus
chocolate,chokelet
sensitive,sensetiv
bottom,botem
grandmother,grandmuther
missile,misíl
roughly,ruflé
constitutional,konstitúshen
adventure,advencher
genetic,jenettik
advance,advans
related,riláted
swing,swing
ultimate,ultimet
manufacturer,manúfakcherer
unknown,unnón
wipe,wíp
crop,krop
survival,servível
line,lín
dimension,dimenshen
resist,risist
request,riqesst
roll,ról
shape,sháp
darkness,darknes
guarantee,garenté
historic,historrik
educator,edúkáter
rough,ruf
personnel,pursenell
race,rás
confront,konfrunt
terrorist,terrerist
royal,roiel
elite,élét
occupy,okúpí
emphasis,emfesis
wet,wet
destruction,distrukshen
raw,rau
inner,iner
proceed,próséd
violate,víelát
chart,chart
pace,pás
finance,fínans
champion,champéen
snap,snap
suspect,suspekkt
advise,advíz
initially,inishelé
advanced,advansd
unlikely,unlíklé
barrier,barréer
advocate,advekát
label,lábel
access,aksess
horrible,horribel
burden,burden
violation,víeláshen
unlike,unlík
idiot,idéet
lifetime,líftím
working,wurking
fund,fund
ongoing,ongóing
react,réakt
routine,rootén
presentation,presentáshen
supply,suplí
gear,gér
photograph,fótógraf
mexican,Meksiken
stadium,stádéum
translate,translát
mortgage,morgij
sheriff,sherrif
clinic,klinik
spin,spin
coalition,kóelishen
naturally,nacherelé
hopefully,hópfelé
mix,miks
menu,menú
smooth,smooth
advertising,advertízing
interpret,interpret
plant,plant
dismiss,dismis
muslim,Muuzlim
apparent,aparrent
arrangement,arránjment
incorporate,inkorperát
split,split
brilliant,briléent
storage,storij
framework,frámwurk
honestly,onestlé
chase,chás
sigh,sí
assure,ashuur
utility,útilité
taste,tást
aggressive,agressiv
cookie,kuuké
terror,terrer
free,fré
worth,wurthh
wealthy,welthé
update,updát
forum,forem
alliance,alíens
possess,poses
empire,empír
curious,kúréus
corn,korn
neither,néther
calculate,kalkúlát
hurry,hurré
testimony,testimené
elementary,elemennteré
transfer,transfer
stake,sták
precisely,presíslé
bite,bít
given,given
substantial,substanshel
depending,dipennding
glance,glans
tissue,tisú
concentration,konsentráshen
developer,divelleper
found,found
ballot,balet
consume,konsúm
overcome,óverkum
biological,bíelojikel
chamber,chámber
similarly,similerlé
stick,stik
dare,dair
developing,divelleping
tiger,tíger
ratio,ráshéó
lover,luver
expansion,ekspanshen
encounter,enkounter
occasionally,okázhenelé
unemployment,unemmploiment
pet,pet
awful,aufel
laboratory,laboreteré
administrator,administer
wind,wínd
quarterback,qorterbak
rocket,roket
preparation,preperáshen
relative,reletiv
confident,konfident
strategic,stratéjik
marine,marrén
quote,qót
publisher,publisher
innovation,ineváshen
highlight,hílít
nut,nut
fighter,fíter
rank,rangk
electricity,elekktriseté
instance,instens
fortune,forchen
freeze,fréz
variation,vairéáshen
armed,armd
negotiate,negóshéát
laughter,lafter
wisdom,wisdem
correspondent,korrespondent
mixture,mikscher
murder,murder
assistant,asistent
retain,ritán